word,frequency
quot,1
passeng,1
char,4
defens,1
spot,1
noakhali,1
took,1
paribahan,1
pukur,1
rescu,1
board,1
7,1
oper,1
hatiya,1
civil,1
parti,1
incid,1
charg,1
director,1
underway,1
friday,1
station,2
50,1
assist,1
kabir,1
unb,1
fire,3
rahman,1
carri,1
sayedur,1
two,1
go,1
00pm,1
maijdi,1
district,1
jabbar,1
area,1
place,1
even,1
unit,1
kalugazir,1
went,1
around,1
plung,1
servic,2
offic,1
upazila,3
polic,1
said,3
pond,1
bridegroom,1
subarna,3
bu,2
local,1
humayun,1
report,1
subarno,1
