word,frequency
southwestern,1
sultana,1
mongla,1
today,1
time,1
tomorrow,1
b,1
taken,1
shelter,1
told,1
shanana,1
bulbul,3
port,4
centr,1
cox,1
chattogram,1
sever,1
kept,1
hit,4
like,2
710,1
may,2
addscountri,1
saturday,4
meteorologist,1
unb,1
depart,1
12,1
region,1
readi,1
payra,1
meteorolog,1
650,1
bangladesh,4
district,1
chang,1
even,1
anytim,1
noon,1
km,4
760,1
direct,1
said,2
1377,1
bulletin,1
prepar,1
coastal,1
southwest,4
bazar,1
offici,1
coast,2
665,1
storm,3
midnight,1
cyclon,5
