word,frequency
wife,1
staff,1
mother,1
fighter,1
namaz,1
also,1
freedom,1
honour,1
sarika,1
state,1
present,1
jurain,1
son,2
laid,1
councillor,1
former,1
mp,1
thursday,1
khoka,5
ara,1
undivid,1
saye,1
held,1
peopl,2
khokon,1
throng,1
rest,1
ishraqu,2
graveyard,1
janaza,1
ismat,1
dhaka,2
shahe,1
anoth,1
life,1
two,1
corpor,1
dscc,2
sadequ,2
valiant,1
grave,1
rememb,1
minist,1
pay,2
contribut,1
e,1
central,1
mayor,2
walk,1
said,1
develop,1
daughter,1
citi,3
minar,1
morn,1
surviv,1
tribut,2
employe,1
isfaqu,2
hossain,4
last,1
