word,frequency
wife,1
senior,1
home,2
bhaban,1
countri,1
also,1
taken,1
stand,1
awami,1
accept,1
flaw,1
back,1
howev,1
thank,1
ara,1
khoka,5
liber,1
extend,1
return,1
janza,1
war,1
cooper,1
flight,1
member,2
talk,1
person,1
janaza,1
ishraqu,1
ismat,1
includ,1
famili,1
bodi,2
life,1
committe,1
take,1
amic,1
sadequ,1
resid,1
gopibagh,1
bnp,2
gentleman,1
contribut,1
moudud,1
politician,1
said,1
govern,1
nagar,1
tofail,1
recal,1
leader,2
hossain,1
leagu,1
ahm,2
report,1
