word,frequency
kunja,1
kind,1
promot,1
10,2
continu,1
abdul,1
chair,1
ak,1
state,1
novemb,3
khalid,1
high,3
guest,1
commiss,1
organis,2
1,1
bureau,1
associ,1
india,1
samiti,1
bilater,1
relat,1
hasan,1
8,1
export,1
book,3
ninth,1
affair,1
bangladesh,9
day,1
visit,1
gyan,1
began,1
toufiqu,2
minist,2
km,1
prokashok,1
commission,2
chief,1
momen,1
said,2
cultur,1
mohar,1
inaugur,1
strengthen,1
2019,1
srijonshil,1
kolkata,4
fair,6
foreign,1
deputi,3
