word,frequency
home,1
contact,1
countri,2
follow,1
kamal,1
taken,2
embassi,1
without,1
ad,1
visa,1
passport,1
asaduzzaman,2
deport,1
back,1
respond,1
thursday,1
khan,1
cabinet,1
000,2
concern,1
author,2
initi,2
discu,1
dhaka,1
bangladesh,1
law,1
order,1
committe,1
send,1
even,1
secretariat,1
meet,1
around,2
minist,3
came,1
enlist,1
document,1
said,2
issu,1
govern,2
11,2
valid,2
stay,1
respect,2
disclosur,1
foreign,2
