word,frequency
68,1
five,1
2014,1
hous,4
10,1
condit,1
fourth,1
82,1
floor,1
total,1
three,1
housesbangladesh,1
state,1
survey,2
million,1
95,1
60,1
per,5
household,2
cent,5
000,2
2007,1
1,1
peopl,1
incom,1
averag,1
one,1
87,1
expenditur,1
either,1
live,4
room,1
mani,1
deceas,1
famili,3
bangladesh,1
resid,1
70,1
4,1
build,1
perman,1
made,1
accord,1
popul,1
sand,1
hie,1
40,1
demographi,1
2,1
citi,1
2019,1
74,1
mud,3
2011,1
35,1
pucca,1
villag,1
