word,frequency
offshor,1
mongla,2
620km,1
costal,1
bay,2
advis,2
mainland,1
noakhali,1
met,1
peripher,1
bulbul,1
influenc,1
squalli,1
windi,1
port,6
north,1
cox,2
chattogram,3
special,1
gusti,1
number,2
maritim,1
hoist,2
keep,2
chandpur,1
495km,1
may,1
depart,1
shoal,1
weather,1
payra,2
meteorolog,1
bengal,1
6pm,1
bangladesh,1
six,1
affect,1
laxmipur,1
585km,1
district,1
seven,1
4,1
area,1
even,1
warn,2
come,1
sunday,1
approach,1
offic,1
490km,1
said,1
bulletin,1
coastal,1
bmd,1
bazar,2
southwest,4
island,1
signal,3
danger,1
morn,1
6,1
local,2
feni,1
storm,1
cyclon,1
