word,frequency
well,2
char,2
huge,1
condemn,1
condit,1
voluntari,1
taken,1
embassi,1
u,2
storey,1
stand,1
team,1
crisi,1
host,1
rohingya,4
un,1
bhasan,2
technic,1
million,1
inact,1
thursday,1
night,1
soon,1
like,1
deputi,1
glick,1
1,2
assist,2
safe,1
author,1
return,1
myanmar,2
stress,2
model,1
member,1
typic,1
act,2
facil,1
as,1
dhaka,1
bangladesh,2
agenc,1
secretari,2
cluster,1
reloc,1
build,1
meet,1
dignifi,1
come,1
belt,1
issu,1
said,2
solut,1
govern,2
remain,1
coastal,1
commit,1
relev,1
commun,2
offici,2
creat,1
multi,1
success,1
repres,1
visit,2
administr,1
plan,1
