word,frequency
kilimetr,1
west,1
sultana,1
mongla,1
time,2
tomorrow,1
told,1
east,1
bay,1
north,1
shanana,1
bulbul,4
northwestward,1
port,4
centr,1
cox,1
away,1
chattogram,1
still,1
hit,3
like,1
exact,1
releas,1
710,1
friday,1
may,1
india,1
adjoin,1
700,1
saturday,1
medium,1
meteorologist,1
depart,1
12,1
payra,1
meteorolog,1
650,1
bengal,1
bangladesh,5
area,2
chang,1
move,1
anytim,1
noon,1
cannot,1
km,4
760,1
central,1
direct,1
said,3
tell,1
southwest,2
bazar,1
offici,1
advanc,1
coast,3
6,1
south,4
665,1
storm,1
toward,1
cyclon,2
