word,frequency
set,1
defi,1
mockeri,1
sufian,1
vc,3
cloth,1
yesterday,2
draw,1
resign,1
alleg,1
abu,1
ju,2
educ,1
hold,1
teacher,1
ban,1
farzana,2
beleagu,1
chanchal,1
letter,2
bcl,1
differ,1
vice,1
islam,2
univers,1
person,1
piec,2
campu,1
carri,1
student,2
regard,1
submit,2
six,1
secretari,2
meanwhil,2
bangladesh,1
protest,3
variou,1
artwork,2
page,1
unit,1
sm,1
corrupt,1
minist,2
gener,1
process,1
professor,1
chancellor,1
note,1
complaint,1
document,1
jahangirnagar,1
type,1
leagu,1
post,1
chhatra,1
