word,frequency
200,1
nation,2
far,1
literari,1
gold,3
independ,1
emeritu,1
medal,3
2018,1
padak,1
ahsanullah,1
bangladeshi,1
languag,1
anisuzzaman,3
khan,1
educ,2
000,1
tk,1
crest,1
ahsania,1
differ,1
cash,1
26,1
dam,1
person,1
depart,1
univers,1
dhaka,2
literatur,1
field,1
certif,1
emin,1
given,1
mission,1
ekushey,1
contribut,2
professor,2
writer,1
note,1
level,1
award,5
bahadur,1
outstand,2
bangla,2
select,1
academi,1
