word,frequency
nation,2
reiter,1
pigeon,1
worker,1
three,1
least,1
awami,2
sake,1
destruct,1
council,2
arabl,2
udyan,1
call,1
industri,2
sapl,1
ensur,1
releas,1
upon,1
suhrawardi,1
associ,2
balloon,1
argu,1
peopl,1
krihak,1
histor,1
secur,1
16,1
earlier,1
plant,1
bangladesh,2
prime,1
10th,1
krishak,2
bodi,2
al,2
go,1
stop,1
wednesday,1
save,2
premier,2
build,1
stanc,1
rule,1
minist,1
chief,1
crore,1
inaugur,2
govern,1
citi,1
food,1
sheikh,1
leader,1
hasina,1
environ,1
leagu,5
land,2
allow,1
