word,frequency
88,1
mongla,2
today,1
62,1
ad,1
east,1
three,1
bay,1
squalli,1
north,1
met,2
bulbul,1
790,1
slightli,1
wind,1
port,5
northwestward,1
centr,3
cox,2
cautionari,1
chattogram,2
special,1
number,1
maritim,1
like,1
hoist,1
keep,1
kmh,1
adjoin,1
795,1
sustain,1
ask,1
rough,1
pm,1
weather,2
12,1
payra,2
affect,1
gust,1
area,3
move,1
squall,1
within,1
km,4
offic,2
central,1
54,1
said,1
near,1
sea,1
bulletin,1
remain,1
830,1
southwest,2
bazar,2
865,1
speed,1
signal,1
rise,1
south,4
local,1
maximum,1
storm,1
cyclon,3
kph,2
