word,frequency
today,2
ministri,1
obaidul,1
never,1
2018,2
involv,1
state,1
would,2
effect,1
road,5
highway,1
new,3
concern,2
final,1
strictli,1
author,1
stage,1
transport,7
act,2
quader,2
repli,1
law,3
delay,1
case,1
day,1
late,1
next,1
seven,1
rule,1
minist,1
bridg,1
batter,1
22,1
gazett,1
disciplin,1
formul,1
direct,1
said,3
issu,1
divis,1
besid,1
question,1
enforc,2
possibl,1
octob,1
file,1
bring,1
