word,frequency
home,1
contact,1
countri,2
follow,1
kamal,1
taken,2
embassi,1
without,1
ad,2
alloc,1
asaduzzaman,1
deport,1
back,1
respond,1
thursday,1
khan,1
cabinet,2
000,1
concern,1
author,1
initi,2
unb,1
discu,1
regard,1
dhaka,1
bangladesh,1
law,1
order,1
committe,2
send,1
even,1
secretariat,1
meet,1
around,1
minist,2
came,1
recommend,1
document,1
said,1
issu,1
govern,2
11,1
valid,1
stay,1
respect,2
disclosur,1
money,1
foreign,1
report,1
