word,frequency
hospit,1
other,1
senior,3
parliament,3
namaz,2
also,1
time,1
present,1
fakhrul,1
die,1
burial,1
new,1
khoka,2
kept,1
alamgir,1
held,1
attend,1
mortal,1
vice,3
member,1
islam,1
rel,1
asr,1
janaza,2
12,1
includ,1
shahe,1
al,1
york,1
event,1
plaza,1
10pm,1
secretariat,1
bnp,4
noman,1
ground,1
prayer,1
abba,1
e,2
monday,1
remain,1
dhupkhola,1
mirza,2
among,1
minar,1
offici,2
sadek,1
leader,1
gendaria,1
south,1
abdullah,1
hossain,1
chairman,3
last,1
