word,frequency
agit,1
kind,1
enough,2
hand,1
vc,1
focu,1
yesterday,1
movement,1
claim,2
alleg,2
scam,1
evid,1
publish,1
graft,1
prove,1
ju,1
sever,1
1,1
engag,1
teacher,1
farzana,1
relat,1
ban,1
residenti,1
ask,1
vice,2
news,1
islam,1
univers,5
got,1
campu,2
student,2
includ,1
prime,1
variou,1
page,1
wednesday,1
area,1
even,1
public,1
explain,1
came,2
minist,1
avoid,1
avail,1
gather,1
process,1
chancellor,2
offic,2
prof,1
notif,2
issu,1
stori,1
daili,1
financi,1
besid,2
stay,1
phototh,1
sheikh,1
bangla,1
jahangirnagar,2
hasina,1
heavili,1
night,1
