word,frequency
nation,2
1995,1
crackdown,1
jamayetul,1
2005,1
attack,1
mehedi,1
dal,2
milit,1
400,1
radic,1
jail,1
step,1
latest,1
alleg,1
extremist,1
raid,1
jmb,2
establish,1
parti,1
believ,1
weapon,1
ban,3
allegedli,1
author,1
arm,1
matin,1
arrest,1
across,1
carri,2
freed,1
bangladesh,2
help,1
2006,1
get,1
allah,1
mujahideen,1
islamist,1
blast,2
said,1
polic,1
buy,1
govern,1
biggest,1
offici,1
leader,2
offshoot,1
allahr,2
small,1
group,4
plan,2
