word,frequency
wife,1
nation,1
parliament,1
namaz,2
also,1
home,1
bhaban,1
part,1
taken,1
took,1
current,1
former,2
polit,1
new,1
mp,1
thursday,1
khoka,2
parti,1
15am,1
undivid,1
ara,1
held,3
peopl,1
janza,1
return,1
flight,1
differ,1
vice,1
member,1
center,1
janaza,3
ismat,1
dhaka,1
includ,1
famili,1
muslim,1
life,1
york,1
bodi,1
corpor,1
resid,1
sadequ,1
gopibagh,1
plaza,1
around,1
bnp,2
e,2
first,1
mayor,1
walk,1
monday,1
11,1
nagar,1
citi,1
south,1
leader,2
jamaica,1
hossain,1
chairman,1
night,1
