word,frequency
five,1
disast,1
shelter,2
300,1
total,1
dri,2
continu,1
east,1
three,1
bay,1
lakh,1
loud,1
speaker,1
bulbul,1
team,1
materi,1
pre,1
centr,1
standbi,1
notic,1
medic,1
distribut,1
open,1
emerg,1
organis,1
keep,1
sent,1
held,1
friday,1
mass,1
peopl,1
cash,1
drink,1
adequ,1
center,1
readi,1
evacu,1
regard,1
prepared,1
room,1
includ,1
water,1
decid,1
life,1
rice,1
committe,1
district,1
save,1
345,1
meet,2
form,1
began,1
situat,1
commission,1
central,1
upazila,2
awar,1
taka,1
coastal,1
besid,1
relief,1
announc,1
rais,1
food,2
tonn,1
morn,1
manag,1
confer,1
storm,1
post,1
cyclon,4
deputi,1
