word,frequency
30pm,1
defi,1
ralli,3
continu,1
follow,2
non,1
vc,1
clash,1
registrar,1
indefinit,1
tuesday,1
men,1
back,1
thursday,1
night,1
intellig,1
educ,1
criticis,1
1,1
push,1
mohibul,1
teacher,3
ban,2
author,1
old,1
hasan,1
unb,1
vice,1
brought,1
univers,3
campu,2
student,3
banner,1
period,1
bangladesh,1
agenc,1
particip,1
protest,4
wednesday,1
resid,1
corrupt,1
build,1
chhatra,1
around,1
statement,1
minist,1
nowfel,1
process,2
chancellor,1
demonstr,1
remov,1
close,1
impos,1
chowdhuri,1
say,1
jahangirnagar,2
leagu,1
report,1
deputi,1
