word,frequency
char,3
huge,1
other,1
plan,1
join,1
continu,1
taken,1
respons,1
team,1
state,2
rohingya,3
technic,3
un,2
bhasan,3
call,1
soon,1
like,1
secur,1
model,1
multistorey,1
typic,1
facil,1
as,1
cluster,1
studi,1
reloc,1
unit,2
build,1
come,1
forward,1
serv,1
belt,1
contribut,1
said,2
evalu,1
addit,1
issu,1
coastal,1
feasibl,1
financi,1
humanitarian,1
relev,1
commun,1
offici,1
success,1
local,1
repres,1
visit,2
agenc,1
look,1
