word,frequency
roy,1
hospit,1
age,1
premis,1
fighter,1
declar,1
namaz,1
also,1
activ,1
honour,1
freedom,1
pro,1
former,3
shock,1
die,1
new,1
thursday,2
holiday,1
khoka,3
undivid,1
uttam,1
67,1
held,1
saye,1
khokon,1
vice,1
region,1
janaza,1
dhaka,3
york,1
day,1
corpor,4
dscc,3
sadequ,1
around,1
bnp,1
offic,1
death,2
e,1
mayor,4
said,1
monday,1
remain,1
close,1
citi,4
3pm,1
south,1
express,1
hossain,1
chairman,1
deep,1
