word,frequency
suspend,2
sohanur,1
sagar,1
19,1
three,1
press,1
took,1
2018,1
involv,1
financ,1
educ,1
programm,1
releas,1
incid,1
action,1
author,2
trio,1
etv,1
unb,1
depart,2
beat,2
rahman,1
univers,4
news,1
campu,1
academ,1
zoolog,1
student,4
institut,1
celebr,1
correspond,1
day,1
jagannath,2
session,1
20,1
found,1
cultur,1
sarkar,1
said,1
research,1
moin,1
uddin,1
jnu,1
koushik,1
octob,1
hossain,1
journalist,1
ahm,1
report,1
agenc,1
