word,frequency
camp,1
well,1
august,1
teknaf,1
crackdown,1
voluntari,2
ad,1
u,2
press,1
need,1
prioritis,1
pacif,1
state,1
cox,3
rohingya,6
host,2
asian,1
alic,2
million,1
25,1
militari,1
dtate,1
thursday,1
amid,1
1,2
assist,1
safe,2
myanmar,2
unb,1
act,1
work,1
indo,1
problem,1
presenc,1
affair,1
confer,1
bangladesh,1
secretari,1
must,1
acceler,1
intern,1
favour,1
thailand,1
sinc,1
dignifi,2
atmospher,1
rakhin,2
repatri,4
offic,1
commission,1
shamlapur,1
central,1
upazila,1
enter,1
said,3
issu,1
refuge,1
bazar,3
relief,1
creat,1
brief,1
face,1
south,1
2017,1
visit,1
report,1
commun,2
speak,1
