word,frequency
30pm,1
five,1
passeng,1
join,1
hospit,1
succumb,1
took,1
paribahan,1
driver,1
rescu,1
wit,1
bound,1
batteri,1
highway,1
abu,1
tetulia,2
hit,1
yusuf,1
charg,1
easi,2
reach,1
1,1
friday,1
kazi,1
accid,2
peopl,2
run,1
sadar,2
station,1
one,1
akka,1
fire,1
member,1
work,1
bike,2
two,1
seven,1
place,1
head,1
injuri,1
around,1
kill,2
servic,1
minibu,1
offic,1
collis,1
upazila,1
banglabandha,1
said,1
polic,2
scene,1
victim,1
panchagarh,4
superintend,1
bu,1
local,1
sent,1
ali,1
