word,frequency
crucial,1
fighter,1
also,1
time,2
freedom,1
see,1
follow,1
fill,1
u,1
never,1
usa,1
paid,1
bid,1
jail,1
fakhrul,1
bad,1
die,1
democraci,1
vacuum,1
thursday,1
khoka,3
restor,1
could,1
naya,1
paltan,1
thousand,1
free,1
role,1
activist,2
lament,1
area,1
sadequ,2
belov,1
khaleda,2
bnp,3
gather,1
death,1
zia,1
said,1
monday,1
left,1
tear,1
stay,1
creat,1
adieu,1
leader,7
tribut,1
hossain,2
last,2
