word,frequency
write,3
set,1
wait,1
countri,1
follow,1
also,1
ibrahim,1
bank,5
execut,1
bb,1
bow,1
mansur,1
vest,1
latest,1
3,1
former,1
clean,1
thank,1
major,1
decis,1
pictur,1
sheet,1
pressur,1
director,1
could,1
year,1
relat,1
space,1
relax,1
weaken,1
default,2
balanc,1
khale,1
loan,3
institut,1
best,1
influenti,1
use,1
take,1
move,1
4,1
came,1
nine,1
central,4
wrong,1
expert,1
practic,2
global,1
sector,1
said,2
khondker,1
research,1
develop,1
good,1
financi,2
quarter,2
month,1
freeli,1
incap,1
heavili,1
give,1
polici,4
health,1
deputi,1
governor,1
