word,frequency
nazmul,1
today,1
also,1
mohammad,1
mahbub,2
rout,1
aviat,2
tourism,1
state,1
present,1
civil,2
chattogram,3
termin,1
thursday,1
occas,1
guest,1
3rd,1
hasan,1
construct,1
one,1
flight,2
fli,1
bangladesh,1
wing,1
biman,2
intern,2
shahjal,1
next,1
district,1
madina,2
begin,1
minist,1
airport,5
command,1
e,1
chief,1
direct,1
said,2
inaugur,2
amanat,1
sourc,1
everi,1
month,1
jahan,1
manag,2
shah,1
sarwar,1
ali,2
