word,frequency
siemen,2
cool,1
commerc,1
10,1
metropolitan,1
school,2
2020,2
dividend,2
19,1
drop,1
economi,2
yesterday,1
met,2
accessori,2
team,2
15pc,1
stock,1
would,1
2018,1
15,1
former,1
alumnu,2
industri,2
thursday,1
year,1
profit,1
german,1
perform,1
chamber,1
net,1
asia,1
cash,1
econom,1
harvard,2
dhaka,1
bangladesh,2
behemoth,1
landscap,1
town,1
warn,2
meet,1
percent,3
kd,2
busi,1
approv,2
annual,1
5,1
said,1
target,1
presid,1
weigh,1
hb,1
mcci,1
2019,1
risk,2
south,1
geopolit,1
goal,1
report,1
explor,2
