word,frequency
countri,1
produc,1
taken,1
childcar,9
employ,4
point,1
survey,2
legal,1
benefit,2
challeng,1
tackl,1
incorpor,1
offer,1
cost,1
sever,1
strong,1
pakistan,1
introduc,1
highlight,1
yet,1
india,1
lanka,1
16,1
view,1
rais,1
provid,1
option,1
facil,1
includ,1
support,4
bangladesh,2
labour,1
law,1
case,1
2006,1
ifc,3
result,1
boost,1
public,1
percent,2
femal,1
sinc,1
innov,1
busi,2
accord,1
recommend,1
requir,1
approach,1
40,1
sector,1
said,1
implement,1
awar,1
compani,2
privat,1
develop,1
outweigh,1
61,1
conduct,1
2017,1
employe,1
sri,1
toward,1
report,2
plan,2
