word,frequency
debt,1
market,3
malais,1
0,5
certain,1
trade,2
ralli,1
ad,1
countri,1
u,1
took,1
investor,1
gave,1
7,1
sank,1
lost,1
asian,1
deal,1
jakarta,1
fixat,1
strong,1
eye,1
1,1
friday,1
china,1
profit,1
progress,1
mumbai,1
india,1
one,1
degre,1
phase,1
talk,2
across,1
amount,1
week,2
anoth,2
manila,1
rollback,1
pivot,1
structur,1
next,1
fell,2
move,1
take,1
healthi,1
percent,5
sinc,1
rupe,1
rate,1
outlook,1
5,1
taipei,1
sign,1
equiti,1
issu,1
pedal,1
remain,1
2,2
harmoni,1
month,1
lower,1
show,1
exchang,1
moodi,1
foot,1
last,1
