word,frequency
suspend,1
plan,1
recogn,2
autonom,2
produc,1
vehicl,3
follow,1
similar,1
u,1
2018,2
involv,1
tuesday,1
oper,2
state,1
test,2
howev,1
new,1
car,2
sever,1
pedestrian,2
locat,1
uber,3
year,1
crash,2
accid,1
initi,1
resum,1
technolog,1
transport,1
correctli,1
mode,1
slowdown,1
struck,1
exclud,1
jaywalk,1
impact,1
assur,1
four,1
unit,1
self,1
regul,1
fail,1
program,1
kill,1
situat,1
later,1
accord,1
2016,1
second,1
woman,1
said,1
septemb,1
compani,1
automat,1
report,1
month,1
ntsb,1
march,2
auditori,1
trigger,1
brake,1
37,1
occur,1
alert,1
drive,2
arizona,2
last,1
