word,frequency
set,1
tri,1
surround,1
worker,1
vast,1
told,1
dri,1
65,1
past,1
diwali,2
wholesal,1
g,1
slump,1
million,1
fewer,1
95,1
new,1
still,1
suggest,1
800,1
sale,1
pollut,1
year,2
could,1
india,4
firecrack,3
peopl,1
90,1
old,1
handmak,1
quieter,1
50,1
thousand,1
cracker,1
use,1
revenu,1
court,1
order,1
district,1
although,1
usual,1
regul,1
suppli,1
rule,2
percent,2
around,2
tilt,1
shopkeep,1
volum,1
almost,1
confus,1
sign,1
southern,1
polic,1
karuppasami,1
green,1
top,1
regardless,1
2019,1
blowout,1
enforc,1
emit,1
afp,1
type,1
painstakingli,1
sivakasi,3
full,1
last,1
