word,frequency
august,1
five,1
far,1
slow,1
highest,1
month,1
optim,1
indian,3
trade,1
also,1
total,1
bank,1
reuter,1
investor,2
economi,1
basi,1
point,1
noth,1
currenc,1
15,1
lowest,1
reserv,1
billion,1
renew,1
135,1
separ,1
160,1
cue,1
like,1
year,1
india,1
negoti,1
poll,1
secur,1
specul,1
led,2
69,1
repo,1
six,1
flow,1
bout,1
bet,1
data,1
asset,1
percent,1
sinc,1
interest,1
rupe,3
rate,3
outlook,1
accord,1
5,1
mid,1
equiti,1
global,1
driven,1
barrag,1
stabl,1
bought,1
top,1
success,1
among,1
cut,3
show,1
short,1
done,1
octob,1
reviv,1
concret,1
portfolio,3
foreign,2
reduct,1
