word,frequency
set,1
kind,1
zone,2
countri,2
300,1
alloc,1
told,1
propos,1
currenc,1
acr,1
collect,1
rajshahi,1
chattogram,2
industri,3
earn,1
mirsarai,2
establish,2
small,1
30,1
per,1
cent,1
foreign,1
mez,2
locat,1
desir,1
built,1
one,2
econom,1
across,2
raw,1
shilpa,1
bangladesh,1
decid,1
nearli,1
two,1
corpor,1
alam,1
modern,1
futur,1
belt,1
bangabandhu,1
cottag,1
second,2
bscic,1
40,1
savar,1
sector,1
said,1
near,1
nagari,1
govern,1
citi,1
sourc,1
award,1
hide,1
essenti,1
bsn,2
tanneri,5
land,1
villag,3
