word,frequency
hous,1
mongla,2
trade,1
vehicl,2
countri,2
involv,1
aviat,1
oper,2
port,9
nonetamabil,1
river,1
sylhet,2
special,1
million,2
clinker,1
open,1
sink,1
investig,1
massiv,1
cargo,2
asia,2
12,1
mani,1
nearli,1
find,1
limit,2
much,2
lighter,2
grain,1
tonn,2
dsi,1
discov,1
unclaim,1
largest,1
lie,2
higher,1
u,2
nearlyport,1
three,1
rank,1
3,1
call,2
earn,2
graft,1
111cr,1
560,1
9,1
year,1
china,2
weight,2
vessel,2
author,2
tk,3
unload,1
111,1
carri,1
nagaland,1
build,1
minist,1
pat,1
process,1
taker,1
near,2
contain,2
inaugur,2
appl,2
lift,1
speed,1
goodsgovt,1
month,1
custom,1
land,4
expect,1
entiti,1
await,1
cement,1
indian,1
freight,1
importedchina,1
scam,2
chittagong,2
ginger,2
cost,1
800,1
soon,1
date,1
mobil,2
idl,2
becom,1
four,2
bagerhat,2
import,2
thailand,3
crore,2
govern,2
biggest,1
enabl,1
top,1
2009,1
offici,1
sundarban,1
food,1
probe,1
creat,1
employe,1
assam,1
set,3
air,1
yesterday,1
pashur,1
border,1
state,1
2yr,1
meghalaya,1
high,1
airlin,2
director,1
tamabil,1
93,1
user,2
end,1
depart,1
scanner,2
donat,1
includ,1
anoth,1
revenu,1
silo,2
gowainghat,1
boost,1
auction,2
busi,1
combin,1
28,1
withdraw,1
along,2
tripura,1
capsiz,1
leader,1
merg,2
