word,frequency
nation,1
produc,1
bicc,1
economi,1
involv,1
awami,1
centr,1
industri,1
polici,1
footwear,1
ensur,1
diplomaci,1
introduc,1
world,1
prioriti,1
leather,5
export,2
diversif,1
econom,1
outsid,1
support,1
bangladesh,2
prime,3
intern,2
defin,1
import,2
given,1
minist,3
busi,1
bangabandhu,1
address,1
sector,3
strategi,1
said,4
opportun,1
govern,1
good,3
develop,1
sourc,1
blliss,1
hasina,1
show,1
confer,1
part,1
leagu,1
equal,1
