word,frequency
career,1
cool,1
well,1
join,1
ecb,1
draghi,1
trade,1
air,1
bank,1
imf,1
economi,1
need,1
christin,1
respons,1
glass,1
crisi,3
tini,1
perfectli,1
leap,1
greec,1
former,1
assault,1
shoulder,1
attempt,1
new,1
scandal,1
thursday,1
learn,1
deal,1
argentina,1
reform,1
sexual,1
year,1
mario,1
dominiqu,1
elit,1
depart,1
break,1
two,1
place,1
head,2
femal,1
begin,1
strauss,1
minist,1
made,1
know,1
later,1
kahn,1
first,1
lagard,4
central,1
fight,1
chief,3
global,2
said,1
ascend,1
2008,1
recess,1
unus,1
experi,1
job,1
financi,1
firmli,1
bueno,1
bring,1
portfolio,1
failur,1
ceil,1
european,1
