word,frequency
aircraft,2
modest,1
commerc,1
defens,1
0,2
electron,1
product,1
swing,1
also,1
see,1
core,2
drop,1
defenc,1
survey,1
3,2
fall,1
sale,3
item,1
per,3
capit,2
cent,3
suggest,1
tariff,1
final,1
straight,1
depart,1
transport,1
outsid,1
third,1
exclud,1
meanwhil,1
data,2
declin,1
fell,2
even,1
consecut,1
accord,2
5,1
second,1
sector,1
said,1
comput,1
good,2
rose,1
quarter,1
victim,1
month,3
2019,1
big,1
6,1
match,1
expect,1
report,1
