word,frequency
53,1
promot,1
product,2
countri,1
continu,1
721,1
u,1
woven,1
fy20,2
current,2
latest,1
3,1
earn,5
million,7
fiscal,2
notch,1
073,1
9,1
cotton,2
bureau,1
garment,1
03,1
year,1
36,1
316,1
45,1
leather,2
export,4
12,1
period,1
knitwear,1
fetch,2
23,1
data,1
four,1
epb,2
togeth,1
juli,2
around,1
22,1
accord,2
5,2
first,1
target,1
538,1
bulk,1
month,2
offici,1
show,1
octob,3
039,1
35,1
500,1
singl,1
figur,2
