word,frequency
set,1
commerc,1
200,1
stream,1
indian,1
trade,1
also,2
joint,1
produc,1
tuesday,1
state,2
border,1
river,1
meghalaya,4
sylhet,1
industri,1
call,1
remark,1
new,2
establish,3
agricultur,1
infrastructur,1
station,3
india,2
attend,1
initi,1
discus,1
chamber,2
export,1
plant,1
expand,1
bangladesh,4
use,1
flow,1
two,3
land,3
megawatt,1
import,1
deleg,2
build,1
division,1
minist,1
dawki,1
made,1
sangma,1
chief,1
said,2
haat,1
govern,1
develop,1
citi,1
hydroelectr,1
custom,3
conrad,1
expedit,1
scci,1
exchang,1
way,1
plan,2
