word,frequency
win,1
softwar,1
prioritis,1
yesterday,3
entrepreneur,3
hunger,1
leftov,1
invest,2
app,1
inform,1
chittagong,1
chattogram,2
industri,1
ahead,2
new,2
open,1
capit,1
programm,1
hold,1
held,1
restaur,1
qualiti,1
receiv,1
mobil,1
technolog,3
talk,2
got,1
social,4
student,2
banner,1
park,2
better,1
function,1
bangladesh,1
inauguralsoftwar,1
six,4
event,1
focus,1
go,2
116th,1
young,3
get,1
project,3
up,1
busi,6
approv,2
prize,1
hungri,1
redistribut,1
sector,2
fight,1
launch,2
applic,1
govern,1
inaugur,1
dweller,1
top,1
start,4
food,1
startup,3
design,2
manag,2
lab,2
ensur,1
rich,1
slum,1
71st,1
labour,2
