word,frequency
vehicl,2
economi,1
telephon,1
tuesday,2
mute,1
survey,2
15,1
automak,2
highway,1
new,3
firm,1
1,1
nigam,2
confid,1
straight,1
electr,2
stricter,1
technolog,1
expand,1
runabout,1
help,1
consecut,1
eight,2
almost,1
sanchar,1
rang,1
super,1
show,2
largest,1
small,1
demand,1
slow,1
jan,1
three,1
slip,1
batteri,1
billion,1
loss,1
amid,2
year,1
catch,1
india,4
china,5
size,1
competitor,1
cheaper,1
law,1
two,1
order,1
take,1
wednesday,2
merger,1
rule,1
aim,1
second,3
said,1
near,1
pace,1
implement,2
pint,1
8b,1
month,5
planner,2
drive,1
optim,1
2020,1
activ,3
steer,1
industri,1
hit,1
increas,1
ltd,2
mahanagar,1
growth,1
long,1
regul,1
contract,2
approach,1
put,1
slowest,1
telecom,2
reviv,1
toward,1
emiss,1
state,4
race,2
japanes,1
bharat,1
nich,1
costli,1
pressur,1
easier,2
world,1
make,4
8,1
provid,1
includ,1
due,1
rival,1
servic,4
busi,5
japan,1
domin,1
sector,2
global,1
compani,1
privat,3
access,1
low,3
announc,1
octob,3
plan,2
