word,frequency
106,1
0,3
trade,2
also,2
126,2
saw,1
stand,2
stock,2
wit,1
point,2
port,1
183,1
categori,1
31,1
chittagong,1
0064,1
bours,1
cscx,1
valu,1
downward,1
thursday,1
shed,1
trend,2
30,1
unchang,2
till,3
turnov,1
90,1
243,1
tk,1
4682,1
cse,1
21,2
end,1
pm,2
dse,2
week,1
dhaka,1
lose,1
185,1
declin,2
session,1
4,2
8646,1
neg,1
gain,1
22,1
index,2
132,1
issu,3
79point,1
remain,2
11,1
41,2
citi,1
865,1
advanc,1
octob,1
dsex,1
exchang,2
35,1
select,1
benchmark,1
last,1
