word,frequency
set,1
promot,2
product,3
premis,2
dastagir,1
ministri,1
tomorrow,2
jute,7
ad,1
club,1
three,1
lost,1
3,1
glori,1
hall,1
protect,1
display,1
featur,1
restor,1
textil,2
pollut,1
peopl,1
golam,1
fiber,1
golden,1
pm,1
diversif,1
gazi,1
center,1
dhaka,1
organ,1
day,1
environ,1
take,1
diver,3
place,1
jdpc,1
begin,1
variou,1
minist,1
aim,1
sold,1
offic,1
said,1
khela,1
aforesaid,1
inaugur,1
citi,1
offici,1
creat,1
among,1
handout,1
fair,5
expect,1
ghor,1
awar,1
