word,frequency
countri,2
pradhan,2
produc,1
need,1
economi,1
woo,1
eager,1
worldwid,1
invest,1
step,1
dharmendra,1
new,2
ga,1
capit,1
reform,1
keep,1
world,2
india,4
grow,1
secur,1
player,1
technolog,1
energi,3
foothold,1
includ,1
third,1
becom,1
class,1
intern,1
corpor,1
import,1
take,1
wednesday,1
recent,1
delhi,1
destin,1
minist,1
tax,1
gain,1
fuel,1
sector,1
said,3
implement,1
global,1
compani,1
oil,4
want,2
cut,1
rise,1
leader,1
confer,1
largest,1
polici,1
foreign,1
expect,1
demand,1
