word,frequency
plan,1
also,1
bank,6
yesterday,1
share,1
present,2
habibur,1
rabbani,1
25,1
valu,1
featur,1
khan,1
per,1
27,1
director,3
programm,1
key,1
highlight,1
year,4
profit,1
golam,1
tk,3
net,1
earlier,1
rahman,2
talk,1
dhaka,1
overal,1
prime,3
23,1
touhidul,1
event,1
result,1
alam,1
asset,1
head,1
futur,1
percent,1
rahel,1
tax,1
22,1
stood,1
situat,1
faisal,1
155,1
offic,1
first,1
nine,1
sector,1
crore,1
septemb,1
md,2
financi,1
rose,1
consolid,1
month,1
chowdhuri,1
manag,3
37,1
ahm,1
deputi,2
speak,1
