word,frequency
agre,1
other,1
optim,1
trade,3
shuffl,1
roll,1
advis,2
yield,1
state,1
donald,1
stock,1
protract,1
side,1
back,1
complet,1
ahead,1
billion,1
deal,3
thursday,1
optimist,1
soon,1
reach,1
michael,1
tariff,3
weapon,1
china,2
agreement,1
one,2
primari,1
war,1
phase,3
talk,1
outsid,1
chine,1
use,1
rollback,1
get,1
unit,1
boost,1
cannot,1
spark,1
specif,1
pillsburi,1
bond,1
said,3
global,1
presid,1
good,2
divis,1
offici,1
among,1
dollar,1
trump,3
higher,1
