word,frequency
highest,1
era,1
partisan,1
budget,4
fourth,1
non,1
congression,1
u,1
outstrip,1
washington,1
broaden,1
current,1
toler,1
polit,1
billion,1
new,1
exceed,1
fiscal,4
gap,2
underscor,1
per,1
cent,1
increas,1
2007,1
1,2
year,3
friday,1
straight,1
26,1
spend,1
led,1
imbal,1
nearli,1
februari,1
begin,1
america,1
sinc,1
receipt,1
tax,2
accord,1
surpass,1
record,1
offic,1
jump,1
treasuri,2
borrow,1
deficit,4
put,1
said,1
2022,1
recess,1
soar,1
govern,1
forecast,1
trillion,2
great,1
2019,3
swell,1
announc,1
wake,1
cut,1
2017,1
2009,1
republican,1
pale,1
path,1
984,1
2012,1
yawn,1
comparison,1
