word,frequency
told,1
nagaland,1
take,1
merchant,1
4,1
day,1
trophi,1
two,1
16,1
sanjay,1
u,1
regularli,1
tezpur,1
india,1
15,1
praveen,1
origin,1
spinner,1
meerut,2
wednesday,2
bhuvneshwar,1
bowler,1
rastogi,2
also,1
old,1
sinc,1
victoria,1
sportstar,1
claim,1
vijay,1
sir,1
kumar,2
nirdesh,1
player,1
rare,1
wicket,1
guest,1
1,1
inning,1
meghalaya,3
ago,1
move,1
coach,2
fixtur,1
childhood,1
finish,1
park,1
baisoya,2
train,3
seamer,1
repli,1
10,1
year,2
109,1
feat,1
