word,frequency
woman,4
slate,1
book,1
count,1
inaugur,1
qualifi,1
mcg,1
trophi,1
champion,1
india,2
australia,2
cup,4
thailand,1
event,1
get,1
kapoor,2
zealand,1
friday,1
along,1
group,1
t20worldcup,1
defend,1
februari,1
icc,3
host,1
actor,1
new,1
upcom,1
star,1
via,1
place,2
t20,1
lanka,1
21,1
fixtur,1
world,4
tournament,1
2020,1
underway,1
men,1
melbourn,1
bollywood,2
sri,1
kareena,2
ground,1
unveil,1
bangladesh,2
cricket,1
