word,frequency
earli,1
start,1
gujarat,2
take,1
rain,1
sever,1
match,2
central,1
day,2
author,1
weather,1
good,2
time,1
extrem,1
coast,2
game,1
cyclon,3
make,1
case,1
imd,1
storm,1
around,1
accord,1
wednesday,1
100,1
like,2
cover,1
disrupt,1
cross,1
gradual,1
shah,1
5th,1
weaken,1
far,1
though,1
four,1
news,1
morn,1
rajkot,1
sure,1
novemb,1
hour,1
thursday,1
intensifi,2
optimist,1
said,2
midnight,1
kilometr,1
till,1
ground,1
met,1
place,1
