word,frequency
sydney,1
steve,1
edg,1
manag,1
azam,2
comfort,1
half,1
62,1
smith,3
open,1
rain,1
match,2
0,2
pakistan,2
competit,1
set,1
rank,1
150,1
top,1
sunday,1
turner,1
credit,1
45,1
australia,1
consecut,1
20,1
over,1
unbeaten,1
six,1
ashton,1
run,1
80,1
babar,1
second,1
ball,1
ahm,1
faultless,1
hit,1
left,1
batsman,1
abandon,1
wicket,1
1,2
club,1
quickfir,1
master,1
skipper,1
three,1
stroke,1
canberra,1
twenty20,1
iftikhar,1
win,1
42,1
said,1
go,2
centuri,1
due,1
seven,1
seri,1
put,1
