word,frequency
could,1
told,1
depart,1
clinch,1
yesterday,1
half,1
cours,1
match,1
conting,1
time,1
sunday,1
45pm,1
shafiul,1
india,1
nagpur,2
around,1
chasten,1
sinc,1
eight,1
second,1
ball,1
last,1
decid,1
report,1
local,1
took,1
later,1
wicket,1
1,1
ad,1
eventu,1
obvious,1
disappoint,1
well,1
play,1
move,1
reach,1
rajkot,2
work,1
repeat,1
win,1
t20i,1
hour,1
mistak,2
defeat,1
bat,1
seri,3
made,1
bangladesh,1
