word,frequency
fenerbahc,1
real,2
trebl,1
manchest,1
2004,1
62,1
6,2
turkish,1
0,1
2005,1
side,1
footbal,1
youngest,1
raul,1
older,1
debut,1
time,1
averag,1
rodyrgo,1
champion,4
first,1
rosenborg,1
17,1
bbc,1
15,1
score,4
decemb,1
stage,1
perfect,1
brazilian,1
announc,1
lyon,1
18,2
unit,1
also,1
old,2
second,1
legend,1
rooney,1
hat,2
season,2
report,1
31,1
anoth,1
age,1
goal,1
four,1
player,1
becam,1
club,1
biggest,1
leagu,4
galatasaray,1
forward,1
defeat,1
rodrygo,1
behind,1
came,1
year,2
french,1
striker,1
trick,2
madrid,1
wayn,1
