word,frequency
nation,2
test,4
reli,1
manag,1
start,1
pm,1
board,1
tour,2
match,2
side,1
countri,2
two,1
time,2
set,1
first,1
5,1
india,4
imam,1
champion,1
game,1
journey,1
captain,1
wednesday,1
rounder,1
servic,1
sinc,2
heavili,1
rabid,1
elev,1
intern,1
local,1
full,1
lead,1
tiger,2
left,1
regular,1
2000,1
knowledg,1
t20,2
ipl,1
play,2
three,1
reach,1
moreov,1
team,2
world,1
compris,1
ace,1
format,1
basi,1
said,1
due,1
vast,1
seri,3
medium,1
bangladesh,3
cricket,2
