word,frequency
told,1
investig,1
ali,1
bangalor,1
central,1
match,2
side,1
thara,1
charg,1
former,1
two,3
name,1
indian,1
crime,1
premier,2
special,1
karnataka,1
grow,1
polic,2
wicketkeep,1
ashfaq,1
unit,1
fix,5
gautam,2
commission,1
sinc,1
kazi,2
branch,1
kpl,3
cm,1
import,1
owner,1
joint,1
ridden,1
arrest,5
dubai,1
possibl,1
player,2
batsman,1
sandeep,1
bet,2
leagu,3
t20,1
role,1
spot,2
region,1
patil,1
team,1
afp,1
tournament,1
thursday,1
said,1
scandal,2
abrar,1
corrupt,1
made,1
suspicion,1
place,1
