word,frequency
spoke,1
could,1
told,1
despit,1
tank,1
went,1
wrong,1
clinch,1
match,1
still,2
shafiul,2
feel,1
setback,1
nagpur,1
reiter,2
bowler,1
strong,2
pace,1
eight,1
second,2
sinc,1
last,1
hope,1
tiger,1
front,1
answer,1
wicket,1
obvious,1
disappoint,1
well,1
play,1
think,1
move,1
rajkot,2
present,2
team,2
repeat,1
win,1
rectifi,1
t20i,2
mistak,1
hotel,1
find,1
error,1
islam,2
seri,2
medium,2
lose,1
ofcours,1
bangladesh,1
