word,frequency
nation,1
man,1
interact,1
told,1
dhabi,1
haryana,1
shakib,2
express,2
alleg,1
day,1
two,1
name,1
indian,2
game,1
abu,1
sourc,1
approach,1
hail,1
put,1
run,1
plan,1
unit,2
also,1
hasan,2
promot,1
capit,1
report,1
icc,3
claim,1
intern,1
base,1
dubai,2
radar,1
aggarw,3
sonepat,1
insid,1
al,1
regular,1
movement,1
light,1
frequent,1
brought,1
star,1
t20,1
leagu,1
close,1
region,1
academi,1
surveil,1
bookmak,1
deepak,1
suspici,1
circuit,1
inform,1
anti,2
said,1
came,1
year,1
corrupt,2
ban,1
bangladesh,1
cricket,2
