word,frequency
woman,4
nation,1
agreement,1
chant,1
counterpart,1
triumph,1
next,1
feder,1
america,1
earn,1
uniqu,2
footbal,4
chief,1
pariti,1
outspoken,1
netherland,1
u,1
australia,2
gender,1
among,1
didulica,1
cup,1
hail,1
boost,1
john,1
wednesday,1
dealprofession,1
equal,4
unit,1
call,1
lawsuit,1
franc,1
breakthrough,1
tenni,1
file,1
grand,1
sport,1
leader,1
slam,1
pay,4
soccer,1
heard,1
male,1
play,1
introduc,1
team,1
world,2
final,1
william,1
landmark,1
big,1
defeat,1
ring,1
due,1
sister,1
year,2
may,1
unveil,1
state,1
deal,1
