word,frequency
ton,1
fell,1
boundari,1
open,1
begin,1
6,1
level,1
look,1
85,1
set,1
partnership,1
da,1
first,2
game,1
india,2
mithun,1
naim,1
aminul,1
make,1
substitut,1
put,1
run,1
bowler,1
easi,1
second,1
eight,1
ball,1
153,1
liton,1
anoth,1
catch,1
visitor,2
took,1
hammer,1
lead,1
tiger,1
answer,1
sharma,1
wicket,2
t20,2
43,1
one,1
three,1
rajkot,1
firework,1
60,1
near,1
win,1
park,1
help,1
thursday,1
bat,1
rohit,3
victori,1
rope,1
seven,1
islam,1
seri,1
mohammad,2
bangladesh,2
smash,1
