word,frequency
went,1
draw,1
procedur,1
open,1
midfield,1
surgeri,2
repair,2
cancel,1
result,1
footbal,1
today,1
time,2
expect,2
ankl,2
extrem,1
12,1
sen,1
celebr,1
still,1
deep,1
premier,1
make,2
gome,4
alli,1
owe,1
underw,1
injuri,1
get,1
confirm,1
earlier,1
holgat,1
monday,1
like,2
andr,2
old,1
defend,1
undergo,1
full,3
though,1
minut,1
goal,1
fractur,2
right,1
follow,1
club,3
ad,2
leagu,1
mason,1
well,1
tosun,1
littl,1
dele,1
26,1
defeat,1
teammat,1
header,1
said,3
cenk,1
year,1
recoveri,2
felt,2
statement,1
everton,4
disloc,2
